Symbol,Name,Current_Price_USD,Predicted_Price,Recommendation,Buy_Score,Sell_Score,Risk_Level,Sector,Industry,Timestamp
BHEL.NS,BHEL,2.54,224.0102719238231,NEUTRAL,0.0,0.0,MEDIUM,Industrials,Specialty Industrial Machinery,20250811_120715
