Symbol,Name,Current_Price_USD,Predicted_Price,Recommendation,Buy_Score,Sell_Score,Risk_Level,Sector,Industry,Timestamp
TTML.NS,TATA TELESERV(MAHARASTRA),0.65,84.40431282653249,NEUTRAL,0.0,0.0,LOW,Communication Services,Telecom Services,20250807_155203
