Symbol,Name,Current_Price_USD,Predicted_Price,Recommendation,Buy_Score,Sell_Score,Risk_Level,Sector,Industry,Timestamp
BDL.NS,BHARAT DYNAMICS LIMITED,16.92,1470.1040284393337,NEUTRAL,0.0,0.0,MEDIUM,Industrials,Aerospace & Defense,20250812_110703
