Symbol,Name,Current_Price_USD,Predicted_Price,Recommendation,Buy_Score,Sell_Score,Risk_Level,Sector,Industry,Timestamp
KRBL.NS,KRBL LIMITED,4.49,394.2964516585919,NEUTRAL,0.0,0.0,HIGH,Consumer Defensive,Packaged Foods,20250919_143543
