Symbol,Name,Current_Price_USD,Predicted_Price,Recommendation,Buy_Score,Sell_Score,Risk_Level,Sector,Industry,Timestamp
PFOCUS.NS,PFOCUS.NS,2.16,190.2736115471956,NEUTRAL,0.0,0.0,HIGH,N/A,N/A,20250911_133149
