Symbol,Name,Current_Price_USD,Predicted_Price,Recommendation,Buy_Score,Sell_Score,Risk_Level,Sector,Industry,Timestamp
ANANTRAJ.NS,ANANT RAJ LIMITED,6.72,526.0401832364438,STRONG SELL,-0.36961575548026326,0.46961575548026324,MEDIUM,Real Estate,Real Estate - Development,20250725_113208
