Symbol,Name,Current_Price_USD,Predicted_Price,Recommendation,Buy_Score,Sell_Score,Risk_Level,Sector,Industry,Timestamp
RELIANCE.NS,RELIANCE INDUSTRIES LTD,16.24,1503.0904704222596,STRONG SELL,-0.44863493285429257,0.5486349328542927,LOW,Energy,Oil & Gas Refining & Marketing,20250724_150241
