Symbol,Name,Current_Price_USD,Predicted_Price,Recommendation,Buy_Score,Sell_Score,Risk_Level,Sector,Industry,Timestamp,RSI,MACD,Volatility,SMA_50,SMA_200,ML_Predicted_Price,ML_Confidence,Best_ML_Model,ML_R2_Score,Best_Model_MSE,Best_Model_MAE,Enhanced_Recommendation,Dynamic_Confidence,Risk_Level_Detail,Latest_News_Count,Sector_News_Count,Promoter_Holding_%,Pledged_Shares_%,Latest_Quarter_Profit,YoY_Profit_Growth_%
PFOCUS.NS,PFOCUS.NS,2.14,191.18350084346162,NEUTRAL,0.0,0.0,HIGH,N/A,N/A,20250911_161147,71.37112749426697,7.471936947776442,0.04189066826644236,158.3654,123.4085,191.18350084346162,-0.16021161895203062,stacking,-0.16021161895203062,43.18315478274281,3.870461091375495,NEUTRAL,0.3733,HIGH,2,1,N/A,N/A,145000000,18.2
