Symbol,Name,Current_Price_USD,Predicted_Price,Recommendation,Buy_Score,Sell_Score,Risk_Level,Sector,Industry,Timestamp
INFY.NS,INFOSYS LIMITED,17.99,1389.0619026296454,STRONG SELL,-0.6171624454506613,0.7171624454506613,LOW,Technology,Information Technology Services,20250724_151044
