Symbol,Name,Current_Price_USD,Predicted_Price,Recommendation,Buy_Score,Sell_Score,Risk_Level,Sector,Industry,Timestamp
UNIONBANK.NS,UNIONBANK.NS,1.51,132.3325991696132,NEUTRAL,0.0,0.0,MEDIUM,N/A,N/A,20250912_151526
