Symbol,Name,Current_Price_USD,Predicted_Price,Recommendation,Buy_Score,Sell_Score,Risk_Level,Sector,Industry,Timestamp
INFY.NS,INFOSYS LIMITED,18.42,1424.079109361299,STRONG SELL,-0.6283443334132365,0.7283443334132365,LOW,Technology,Information Technology Services,20250718_113951
