Symbol,Name,Current_Price_USD,Predicted_Price,Recommendation,Buy_Score,Sell_Score,Risk_Level,Sector,Industry,Timestamp
RELIANCE.NS,RELIANCE INDUSTRIES LTD,17.1,1312.2010438886089,STRONG SELL,-0.4341318566733036,0.5341318566733035,LOW,Energy,Oil & Gas Refining & Marketing,20250718_104858
