iter	RMSE
0	0.0660113978
1	0.06551487883
2	0.06505092837
3	0.06464895201
4	0.0642173735
5	0.06384077651
6	0.06332561904
7	0.06303390182
8	0.06273005891
9	0.06251118184
10	0.06205207843
11	0.06189475281
12	0.06156760731
13	0.06122557291
14	0.0607791138
15	0.06049813351
16	0.0601928759
17	0.05995225973
18	0.05939410814
19	0.05907384346
20	0.05886321788
21	0.05867843688
22	0.05854929867
23	0.05830007584
24	0.05820055075
25	0.05802334307
26	0.05789920819
27	0.05754460026
28	0.05724497995
29	0.05690713363
30	0.05638866987
31	0.05617212145
32	0.05601834047
33	0.0558308318
34	0.05528366463
35	0.05500411762
36	0.05484610231
37	0.0546418145
38	0.0543573761
39	0.05424271628
40	0.05388197846
41	0.05355752716
42	0.05316363082
43	0.05288339078
44	0.05271445027
45	0.05236085952
46	0.05213886761
47	0.0519899633
48	0.05154992544
49	0.05147615598
50	0.05117613127
51	0.05095158882
52	0.05081756992
53	0.0506797323
54	0.0504435634
55	0.05020206681
56	0.05004925619
57	0.04978218966
58	0.04970230077
59	0.04946566426
60	0.04922453638
61	0.04910922595
62	0.04885088037
63	0.04878385697
64	0.04863979721
65	0.0484832238
66	0.0481385472
67	0.04803053515
68	0.04777563603
69	0.04756376885
70	0.04727784532
71	0.04716394975
72	0.04695445925
73	0.0467095464
74	0.0463933765
75	0.04598130868
76	0.04589881851
77	0.045776304
78	0.04564251252
79	0.04555148007
80	0.045464276
81	0.04540053124
82	0.04524123871
83	0.04491588718
84	0.04452054354
85	0.0443751474
86	0.04409774046
87	0.0440155705
88	0.04370274833
89	0.04351405048
90	0.04338089151
91	0.04326537106
92	0.04313615961
93	0.04307216696
94	0.04292121817
95	0.04283175959
96	0.04259647701
97	0.04240399458
98	0.04225830998
99	0.04217270834
100	0.04195678184
101	0.04185947868
102	0.04168568004
103	0.04161411453
104	0.04151727444
105	0.04138234696
106	0.04102493431
107	0.04092578921
108	0.04085454615
109	0.04061477485
110	0.04048140042
111	0.04020348659
112	0.0401134654
113	0.0398332601
114	0.0396399922
115	0.03957186453
116	0.03948454198
117	0.0393399386
118	0.03916030582
119	0.0390007304
120	0.03882168764
121	0.03870979296
122	0.03865229652
123	0.03841208863
124	0.03830465474
125	0.03791745293
126	0.0378135647
127	0.0377309886
128	0.03760846433
129	0.03738777049
130	0.03717388567
131	0.03712039204
132	0.03706917696
133	0.03701029338
134	0.03655928056
135	0.03645742193
136	0.03628107537
137	0.03606539773
138	0.03596832391
139	0.03555383554
140	0.03543261894
141	0.03518879972
142	0.03509649967
143	0.03495914666
144	0.03471820458
145	0.03463012527
146	0.03438661608
147	0.0343023837
148	0.03415730606
149	0.03394989764
150	0.03388174092
151	0.03380699069
152	0.03354366723
153	0.03346186492
154	0.03338870015
155	0.03331066663
156	0.03323636389
157	0.0331634419
158	0.03294137233
159	0.03284794905
160	0.03260679145
161	0.03255389031
162	0.03234685475
163	0.03224304053
164	0.03219662205
165	0.03209888779
166	0.03205452517
167	0.03197712814
168	0.03187993438
169	0.03166340823
170	0.03162227329
171	0.03138993877
172	0.0312300168
173	0.03120531744
174	0.03114035449
175	0.03110312464
176	0.03106956952
177	0.03068323501
178	0.03054363422
179	0.03035593461
180	0.03021850096
181	0.0301569184
182	0.02995015414
183	0.02989179216
184	0.02982089662
185	0.02977789236
186	0.02973907109
187	0.02966436967
188	0.02953347549
189	0.02942996257
190	0.02923536796
191	0.02916211464
192	0.02912547755
193	0.02903683974
194	0.02886380369
195	0.02880126216
196	0.02877660493
197	0.02874658457
198	0.02868617326
199	0.02862803032
